en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
incalculable;hesaplanamaz, hesaplanamayacak kadar çok;adj.;The loss of an ancient language can cause incalculable cultural damage because unique knowledge may disappear with its last speakers.;Eski bir dilin kaybı, benzersiz bilgiler son konuşurlarıyla birlikte yok olabileceği için hesaplanamaz kültürel zarara yol açabilir.;"immeasurable; infinite; countless";"measurable; limited; finite";C1;academic & general;Çok büyük veya çok fazla olduğu için ölçülemeyen.
incandescent;"akkor; parlak, ışıl ışıl";adj.;The incandescent lava illuminated the night sky as the volcano erupted with terrifying force.;Akkor lav, volkan korkunç bir güçle patlarken gece gökyüzünü aydınlattı.;"glowing; radiant; luminous";"dim; dark; dull";C2;"research & science;nature & landscape;literature & publishing";"'Incandescent' akkor hâlde parlayan anlamındadır; 'incandescent bulb' (akkor ampul) kalıbı bilim paragraflarında çıkar."
incapable;kabiliyetsiz, aciz, beceriksiz;adj.;The damaged aircraft was incapable of maintaining altitude, forcing the pilots to make an emergency landing.;Hasarlı uçak irtifasını koruyamayacak durumdaydı ve pilotları acil iniş yapmaya zorladı.;;;C1;academic & general;
incapacitate;güçsüz bırakmak, iş yapamaz hale getirmek;v.;A severe ankle injury can incapacitate an athlete for months even when surgery is not required.;Ciddi bir ayak bileği yaralanması, ameliyat gerekmese bile bir sporcuyu aylarca iş göremez hâle getirebilir.;"disable; paralyze; cripple; weaken";"strengthen; enable; empower";C1;work & career;Birini normal işlevlerini yerine getiremez hale getirmek.
incarceration;hapsetme, tutukluluk;n.;During his long incarceration, the prisoner spent countless hours reading and studying in the prison library to better himself.;Uzun süren tutukluluğu sırasında mahkum, kendini geliştirmek için sayısız saatini hapishane kütüphanesinde okuyarak ve çalışarak geçirdi.;"imprisonment; confinement; custody";"freedom; liberty; release";C1;academic & general;
incendiary;"yangın çıkarıcı; kışkırtıcı";adj.;The general's incendiary remarks inflamed tensions between the two communities already on the brink of conflict.;Generalin kışkırtıcı sözleri, zaten çatışmanın eşiğinde olan iki topluluk arasındaki gerilimi alevlendirdi.;"inflammatory; provocative; seditious";"conciliatory; pacifying; calming";C2;"military & conflict;government & politics";"'Incendiary' hem yangın bombası hem kışkırtıcı söz anlamındadır; 'inflammatory' ile eş anlamlıdır."
incentive;teşvik, özendirici şey, dürtü, güdü;n.;Tax credits provide an incentive for households to replace inefficient heating systems with cleaner alternatives.;Vergi indirimleri, hanelere verimsiz ısıtma sistemlerini daha temiz alternatiflerle değiştirmeleri için teşvik sağlar.;"motivation; encouragement; stimulus; spur";"disincentive; deterrent";B2;academic & general;Birini daha fazla çaba göstermesi için motive eden şey.
incentivization;teşvik mekanizması oluşturma;n.;Experts reconsidered their approach to incentivization after its effect on organizational performance became clear before the final evaluation was completed.;Uzmanlar, teşvik mekanizması oluşturma unsurunun kurumsal performans üzerindeki etkisi netleşince yaklaşımlarını nihai değerlendirme tamamlanmadan önce yeniden değerlendirdi.;;;C1;business & management;
inception;başlangıç, kuruluş;n.;Since its inception over twenty years ago, the company has grown from a small startup into a multinational corporation.;Yirmi yıldan fazla bir süre önceki kuruluşundan bu yana, şirket küçük bir girişimden çok uluslu bir şirkete dönüştü.;"beginning; start; commencement";"end; conclusion";C1;academic & general;
incessant;aralıksız, devamlı, kesintisiz;adj.;Incessant traffic noise near major roads can disturb sleep even when people believe they have become accustomed to it.;Ana yollar yakınındaki kesintisiz trafik gürültüsü, insanlar buna alıştıklarını düşünseler bile uykuyu bozabilir.;"constant; continuous; unending";"intermittent; occasional";C1;academic & general;
inchoate;başlangıç aşamasında, taslak halindeki;adj.;The theoretical framework remained inchoate, requiring extensive mathematical verification before experimental validation could proceed.;"Kuramsal çerçeve henüz olgunlaşmamış bir taslak halindeydi; deneysel doğrulamaya geçilmeden önce kapsamlı matematiksel teyit gerektiriyordu.";"nascent; embryonic; rudimentary";"mature; fully-formed; developed";C2;research & science;Bilimsel modellerin ve düşüncelerin başlangıç evrelerini niteler.
incidence;insidans, oluş sıklığı, görülme sıklığı;n.;The incidence of skin cancer is higher in populations exposed to intense ultraviolet radiation without adequate protection.;Yeterli korunma olmadan yoğun ultraviyole ışınıma maruz kalan toplumlarda cilt kanseri görülme sıklığı daha yüksektir.;"occurrence; prevalence; rate";;C1;academic & general;
incident;olay, vaka, hadise;n.;The incident prompted the airline to inspect similar aircraft for the same hidden defect before returning them to service.;Olay, hava yolu şirketini benzer uçakları yeniden hizmete almadan önce aynı gizli kusur açısından incelemeye yöneltti.;"event; occurrence; episode";;B2;academic & general;Genellikle küçük veya hoş olmayan bir olay.
incineration;yakma, kül etme;n.;Within the broader research programme, internal incineration engines discharge fine particulate matter and nitrogen oxides that degrade ambient air quality.;Daha geniş araştırma programı kapsamında, i̇çten yanmalı motorlar, ortam hava kalitesini düşüren ince partikül maddeler ve azot oksitler salar.;"combustion; burning; ignition";extinction;B2;chemistry & materials;
incipient;"başlangıç aşamasındaki; tohumlanmakta olan";adj.;Economists warned that the incipient recovery could be derailed by a sudden surge in energy prices.;Ekonomistler, başlangıç hâlindeki toparlanmanın enerji fiyatlarındaki ani bir yükselişle rayından çıkabileceği konusunda uyardı.;"emerging; nascent; budding; developing; initial";"mature; developed; full-blown; advanced; dying";C2;"medicine & health;economics;society & social issues";"'Incipient' yeni başlayan anlamındadır; 'nascent' ile eş anlamlı, 'full-blown' ile zıttır."
incisive;keskin ve isabetli, güçlü analiz içeren;adj.;A n incisive academic argument became increasingly apparent across the cases examined.;incelenen vakalar genelinde keskin ve isabetli bir akademik argüman giderek daha belirgin hâle geldi.;;;C1;academic & writing;
incite;kışkırtmak, körüklemek, fitilini ateşlemek;v.;As part of the risk assessment, extremist factions utilized encrypted digital channels to incite civil unrest and destabilize the provisional transition government.;Risk değerlendirmesinin bir parçası olarak, aşırılıkçı gruplar, iç huzursuzluğu körüklemek ve geçici geçiş hükümetini istikrarsızlaştırmak için şifreli dijital kanalları kullandı.;"foment; instigate; provoke";"quell; suppress; pacify";C2;"government & politics;international relations";
inclination;"eğilim, yatkınlık; eğim, eğim açısı";n.;Children show a natural inclination to explore unfamiliar objects by touching, moving, and sometimes tasting them.;Çocuklar yabancı nesneleri dokunarak, hareket ettirerek ve bazen tadarak keşfetmeye doğal bir eğilim gösterir.;"tendency; preference; slope";"aversion; disinclination; flatness";B2;academic & general;
incline;eğilimi olmak;v.;I incline to the view that he is right.;Onun haklı olduğu görüşüne eğilimliyim.;"tend; lean; prefer";;B2;academic & general;
inclined;eğilimli;adj.;He is inclined to be lazy.;Tembelliğe eğilimlidir.;"disposed; likely; prone";"unlikely; disinclined";B2;academic & general;
include;içermek;v.;The revised plan will include shaded public spaces, protected cycle lanes, and additional trees along major streets.;"Revize plan; gölgeli kamusal alanları, korumalı bisiklet yollarını ve ana caddeler boyunca ek ağaçları içerecek.";"incorporate; cover";"exclude; omit";A2;academic & general;
including;dahil;prep.;The tour package includes accommodation in a five-star hotel, all meals, and guided visits to several historical sites.;Tur paketi, beş yıldızlı otelde konaklama, tüm öğünler ve birkaç tarihi mekana rehberli ziyaretler dahildir.;"comprising; including among";excluding;B1;academic & general;
inclusive;kapsayıcı;adj.;The price is inclusive of all taxes.;Fiyata tüm vergiler dahildir.;"including; comprehensive; all-in";exclusive;B2;academic & general;
income;gelir, kazanç, getiri;n.;Household income often determines whether families can afford healthy food, reliable heating, and safe housing in expensive cities.;Pahalı kentlerde ailelerin sağlıklı gıda, güvenilir ısınma ve güvenli konut karşılayıp karşılayamayacağını çoğu zaman hane geliri belirler.;;;C1;"economics;finance & banking";
income inequality;gelir eşitsizliği;n.;Income inequality widened as wage growth became concentrated among high-skilled workers.;Ücret artışı yüksek nitelikli çalışanlarda yoğunlaştıkça gelir eşitsizliği genişledi.;;;C1;economics;
incommensurable;tamamen farklı, birbiriyle bağdaşmaz;adj.;In the peer-review process, the meta-analysis synthesized empirical findings from incommensurable geographic regions and disparate socioeconomic environments.;Hakem değerlendirmesi sürecinde, meta-analiz, tamamen farklı coğrafi bölgelerden ve apayrı sosyoekonomik ortamlardan elde edilen deneysel bulguları sentezledi.;"disparate; divergent; heterogeneous";"homogeneous; uniform; congruent";C1;data & statistics;
incompatible;uyumsuz, bağdaşmayan;adj.;The old software is incompatible with modern security standards, so continuing to use it exposes the network to unnecessary risk.;"Eski yazılım modern güvenlik standartlarıyla uyumsuzdur; bu nedenle kullanmaya devam etmek ağı gereksiz riske açık bırakır.";"mismatched; conflicting; contradictory; clashing";"compatible; harmonious";B2;academic & general;Birlikte var olamayan veya uyum içinde çalışamayan.
incomplete;tamamlanmamış, bitmemiş, eksik, noksan, yarım;adj.;An incomplete medical history can lead doctors to overlook drug interactions or previous conditions relevant to treatment.;Eksik bir tıbbi geçmiş, doktorların ilaç etkileşimlerini veya tedaviyle ilgili önceki hastalıkları gözden kaçırmasına yol açabilir.;"unfinished; partial";complete;B2;academic & general;
inconceivable;anlaşılmaz, hayal edilemez, inanılmaz, akıl almaz, imkansız;adj.;A century ago, instant communication with someone on another continent would have seemed almost inconceivable.;Bir yüzyıl önce başka bir kıtadaki biriyle anında iletişim kurmak neredeyse akıl almaz görünürdü.;"unimaginable; unthinkable; implausible";"conceivable; imaginable; possible";C1;psychology & mind;
incongruity;"uyumsuzluk; tutarsızlık";n.;The review noted an incongruity between the stated objectives and the actual spending pattern.;İnceleme, belirtilen hedeflerle gerçek harcama örüntüsü arasında bir uyumsuzluk bulunduğunu kaydetti.;"mismatch; inconsistency";"congruity; consistency";C2;comparison & evaluation;
