en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
victory;zafer, galibiyet;n.;The election victory gave the coalition enough seats to form a government without relying on smaller parties.;Seçim zaferi koalisyona daha küçük partilere bağımlı olmadan hükümet kurmaya yetecek kadar sandalye kazandırdı.;"win; success; conquest";"defeat; loss; failure";B2;academic_general;Bir savaşta, yarışmada veya oyunda başarı.
view;bakmak, görmek;v.;From the very top of the high hill, you can clearly view the entire city beautifully spread out far below you.;Yüksek tepenin tam zirvesinden, çok aşağıda güzelce gözler önüne serilen tüm şehri net bir şekilde görebilirsiniz.;"see; observe";"ignore; miss";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
view as;olarak görmek;phr. v.;"I view this as a great opportunity. The broader context clarifies how ""view as"" is used in natural English.";"Bunu büyük bir fırsat olarak görüyorum. Ek bağlam, ""view as"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"see as; consider as";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vigorous;enerjik, canlı, güçlü, coşkulu, şiddetli, sert;adj.;Regular vigorous exercise can improve cardiovascular fitness, although people with chronic conditions may need medical guidance first.;Düzenli ve yoğun egzersiz kalp-damar kondisyonunu geliştirebilir, ancak kronik rahatsızlığı olan kişilerin önce tıbbi yönlendirmeye ihtiyacı olabilir.;"energetic; forceful; robust; intense";"weak; feeble; lethargic";B2;academic_general;Büyük güç, enerji veya kararlılıkla yapılan.
vinegar;Sirke;n.;To make a simple salad dressing, you can mix some olive oil with balsamic vinegar, salt, and pepper.;Basit bir salata sosu yapmak için biraz zeytinyağını balzamik sirke, tuz ve karabiberle karıştırabilirsiniz.;;;B1;food_nutrition;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
violate;ihlal etmek, çiğnemek;v.;Companies that violate environmental regulations may face substantial fines as well as the cost of repairing ecological damage.;Çevre mevzuatını ihlal eden şirketler, ekolojik zararı giderme maliyetinin yanı sıra yüksek para cezalarıyla karşılaşabilir.;"break; infringe";"obey; comply";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
violation;ihlal;n.;"Not a violation of religion. The broader context clarifies how ""violation"" is used in natural English.";"Dine bir ihlal değil. Ek bağlam, ""violation"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"breach; infringement";"compliance; observance";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
violent;şiddetli;adj.;A violent storm damaged power lines, uprooted trees, and blocked several roads leading to the coastal villages.;Şiddetli bir fırtına elektrik hatlarına zarar verdi, ağaçları kökünden söktü ve kıyı köylerine giden birkaç yolu kapattı.;"brutal; aggressive; fierce";"peaceful; gentle; calm";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
violin;Keman;n.;The soloist played the violin with such passion and skill that the entire audience was moved to tears.;Solist, kemana öyle bir tutku ve ustalıkla çaldı ki tüm izleyiciler gözyaşlarına boğuldu.;Fiddle;;A2;music_entertainment;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
virtual;"sanal; âdeta, neredeyse, hemen hemen, fiilen";adj.;Virtual laboratories allow students to repeat hazardous experiments safely before they work with real equipment.;Sanal laboratuvarlar, öğrencilerin gerçek ekipmanla çalışmadan önce tehlikeli deneyleri güvenli biçimde tekrarlamasına olanak tanır.;"simulated; near; practical; essential";"real; actual; physical";B2;academic_general;Bilgisayar ortamında var olan veya neredeyse olan.
virtually;neredeyse, hemen hemen;adv.;By the end of the drought, virtually every reservoir in the region had fallen below its long-term average level.;Kuraklığın sonunda bölgedeki neredeyse her rezervuar uzun dönem ortalama seviyesinin altına düşmüştü.;"almost; nearly; practically";"completely; entirely";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
virtue;"erdem, fazilet; yararlı özellik";n.;One virtue of the new design is that damaged components can be replaced without shutting down the entire system.;Yeni tasarımın yararlı özelliklerinden biri, hasarlı bileşenlerin tüm sistem kapatılmadan değiştirilebilmesidir.;"goodness; merit; advantage";"vice; dishonesty; disadvantage";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
virtuous;erdemli, faziletli, namuslu, dürüst;adj.;"The novel's hero is not entirely virtuous; his generosity is repeatedly undermined by pride and ambition.";"Romanın kahramanı bütünüyle erdemli değildir; cömertliği gurur ve hırs tarafından sürekli gölgelenir.";"moral; righteous; good";"immoral; sinful; wicked";C1;"personality_behavior;ethics_values";İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
visible;"görülebilir, görünür, görünen; açık, belli, aşikar";adj.;The mountain remained visible from the coast until thick smoke from the wildfire spread across the valley.;Dağ, orman yangınından çıkan yoğun duman vadiye yayılana kadar kıyıdan görünür durumda kaldı.;"noticeable; apparent; evident; observable";"invisible; hidden; concealed";B2;academic_general;Görülebilen veya fark edilebilen.
visit;ziyaret etmek, gezmek;v.;Researchers visit the nesting site only twice a year to minimize disturbance to the endangered birds.;Araştırmacılar nesli tehlike altındaki kuşları mümkün olduğunca az rahatsız etmek için yuvalama alanını yılda yalnızca iki kez ziyaret eder.;"see; call on";"ignore; avoid";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
vital;hayati;adj.;Reliable electricity is vital for hospitals because even short interruptions can endanger patients who depend on life-support equipment.;Güvenilir elektrik, yaşam destek cihazlarına bağımlı hastaları kısa kesintiler bile tehlikeye atabileceği için hastaneler açısından hayati önem taşır.;"essential; critical";"unimportant; trivial";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vitamin;vitamin;n.;Oranges are an excellent source of vitamin C, which is essential for a healthy immune system and for repairing body tissues.;Portakal, sağlıklı bir bağışıklık sistemi ve vücut dokularının onarımı için gerekli olan C vitamini için mükemmel bir kaynaktır.;;;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
vocabulary;kelime dağarcığı;n.;"Washoe learned a vocabulary of over 160 signs. The broader context clarifies how ""vocabulary"" is used in natural English.";"Washoe 160'tan fazla işaretlik bir kelime dağarcığı öğrendi. Ek bağlam, ""vocabulary"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"words; lexicon";;B1;language_linguistics;Orta seviye kelime. Genel iletişimde kullanılır.
vocalize;ses çıkarmak, seslendirmek;v.;Babies will often vocalize their needs through crying, but as they grow, they learn to vocalize specific sounds that eventually form words.;Bebekler genellikle ihtiyaçlarını ağlayarak seslendirirler, ancak büyüdükçe sonunda kelimeleri oluşturacak belirli sesleri seslendirmeyi öğrenirler.;"utter; voice; articulate";"be silent; mute";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
volcanic;volkanik;adj.;The island's landscape is dominated by volcanic mountains and black sand beaches formed from cooled lava.;Adanın manzarasına volkanik dağlar ve soğumuş lavlardan oluşan siyah kumlu plajlar hakimdir.;"igneous; magmatic";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
volcano;Volkan, Yanardağ;n.;Ash from the volcano disrupted air travel across the region and contaminated water supplies in nearby villages.;Yanardağdan çıkan kül bölgedeki hava ulaşımını aksattı ve yakındaki köylerin su kaynaklarını kirletti.;;;B1;"nature_landscape;geography_places";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
volleyball;Voleybol;n.;Our school team practiced volleyball for three hours every day to prepare for the regional championship.;Okul takımımız, bölgesel şampiyonaya hazırlanmak için her gün üç saat voleybol antrenmanı yaptı.;;;A1;sports_fitness;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
voluntary;gönüllü, isteyerek yapılan;adj.;Participation in the health survey was voluntary, and respondents could withdraw at any stage without giving a reason.;Sağlık araştırmasına katılım gönüllüydü ve katılımcılar gerekçe göstermeden herhangi bir aşamada çekilebiliyordu.;"optional; willing; unpaid";"mandatory; compulsory; forced";B2;academic_general;Baskı olmadan, kendi özgür iradesiyle yapılan.
substitute;"Vekil, Yedek; Yerine Koymak, Yerine Geçmek";"n.;v.";Plant-based proteins can substitute for part of the meat in school meals without reducing overall nutritional value.;Bitkisel proteinler, toplam besin değerini azaltmadan okul yemeklerindeki etin bir bölümünün yerine kullanılabilir.;"Replace; exchange; swap; alternative";;B2;"food_nutrition;sports_fitness";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
volunteer to;gönüllü olmak;phr. v.;Several researchers volunteered to repeat the field measurements so that the disputed results could be independently verified.;Tartışmalı sonuçların bağımsız olarak doğrulanabilmesi için birkaç araştırmacı saha ölçümlerini tekrarlamaya gönüllü oldu.;"offer to; step forward to";refuse to;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
volunteerism;gönüllülük;n.;The rise in volunteerism in the community has led to a noticeable improvement in the quality of life for many elderly residents.;Toplumda gönüllülüğün artması, birçok yaşlı sakin için yaşam kalitesinde gözle görülür bir iyileşmeye yol açtı.;"community service; charity work; altruism";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
vomit;Kusmak;v.;The patient felt extremely nauseous and had the sudden urge to vomit after taking the medication.;Hasta, ilacı aldıktan sonra aşırı derecede midesi bulandı ve aniden kusma isteği duydu.;"Throw up; puke; regurgitate";;B1;"medicine_health;anatomy_physiology";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
sweat;Ter, Terlemek;"n.;v.";After running five kilometers in the hot sun, he was covered in sweat and needed water.;Sıcak güneşin altında beş kilometre koştuktan sonra ter içinde kalmıştı ve suya ihtiyacı vardı.;"Perspiration; perspire";;A2;anatomy_physiology;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vote against;aleyhine oy vermek;phr. v.;"I will vote against the proposal. The broader context clarifies how ""vote against"" is used in natural English.";"Teklif aleyhine oy vereceğim. Ek bağlam, ""vote against"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";oppose;vote for;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
vote for;lehine oy vermek;phr. v.;"Who did you vote for? The broader context clarifies how ""vote for"" is used in natural English.";"Kime oy verdin? Ek bağlam, ""vote for"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"support; choose";vote against;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
vowel;Sesli Harf;n.;In the English language, every word must contain at least one vowel sound to be pronounceable.;İngilizce dilinde, telaffuz edilebilmesi için her kelimenin en az bir sesli harf içermesi gerekir.;;Consonant;A1;language_linguistics;Harfler: a, e, i, o, u
vulnerability;savunmasızlık, hassasiyet;n.;The incident exposed the vulnerability of hospitals that depend on a single supplier for essential medicines.;Olay, temel ilaçlar için tek bir tedarikçiye bağımlı hastanelerin kırılganlığını ortaya çıkardı.;"weakness; susceptibility; fragility";"strength; immunity; resilience";B2;academic_general;Fiziksel veya duygusal olarak yaralanmaya veya saldırıya açık olma durumu.
vulnerable;savunmasız, hassas;adj.;Older adults are particularly vulnerable to extreme heat because the body's ability to regulate temperature declines with age.;Vücudun sıcaklığı düzenleme yetisi yaşla birlikte azaldığı için ileri yaştaki kişiler aşırı sıcağa karşı özellikle savunmasızdır.;"weak; defenseless; exposed";"strong; protected; invulnerable";B2;risk_safety;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vulnerable to;-e karşı savunmasız olmak, -den kolayca etkilenmek;"adj.;phr. v.";"The town is vulnerable to flooding. The broader context clarifies how ""vulnerable to"" is used in natural English.";"Kasaba sele karşı savunmasız. Ek bağlam, ""vulnerable to"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"exposed to; unprotected from";protected from;B2;risk_safety;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
